LUMINOSIDADE %;TEMP AR Celsius;GASES %;UMIDADE %;LATITUDE;LONGITUDE;TEMP AGUA Celsius;OXI AGUA mg/L;SOM
97.65;34.50;7.83;52.00;-12.8612995;-38.7094497;30.49;8.62;951
97.65;34.42;7.93;52.00;-12.8609304;-38.7096862;30.47;8.62;845
97.65;34.30;7.93;51.00;-12.8605194;-38.7099418;30.65;8.63;909
97.85;34.38;7.83;51.00;-12.8601503;-38.7101707;30.58;8.76;908
97.85;34.41;7.83;51.00;-12.8597593;-38.7104110;30.72;8.85;905
97.95;34.57;7.73;51.00;-12.8593997;-38.7106590;30.59;9.52;891
97.95;34.72;7.83;51.00;-12.8590307;-38.7108993;30.80;9.00;907
97.95;34.80;7.83;51.00;-12.8586597;-38.7110900;30.86;9.01;956
97.85;34.74;7.73;51.00;-12.8582305;-38.7112617;31.00;9.03;932
97.95;34.70;7.83;51.00;-12.8577985;-38.7114372;31.11;9.23;920
98.04;34.81;7.73;51.00;-12.8573598;-38.7115402;31.06;9.50;1011
98.14;33.55;7.73;51.00;-12.8569898;-38.7113990;31.21;9.55;600
98.14;33.42;7.83;51.00;-12.8566083;-38.7112388;32.24;9.86;965
98.24;33.91;7.93;52.00;-12.8562793;-38.7110557;33.06;10.68;911
98.14;34.38;7.83;52.00;-12.8560791;-38.7108802;32.27;11.01;912
98.14;34.37;7.73;52.00;-12.8559188;-38.7107200;32.14;11.40;964
98.24;34.59;7.73;52.00;-12.8558492;-38.7106399;31.83;12.12;116
98.24;34.48;7.63;52.00;-12.8558492;-38.7106399;31.87;11.88;580
98.34;34.48;7.73;51.00;-12.8558492;-38.7106399;31.71;11.30;891
98.24;34.96;7.54;51.00;-12.8558492;-38.7106399;31.78;10.88;943
98.14;34.61;7.83;51.00;-12.8558492;-38.7106399;31.77;10.52;962
98.44;34.30;7.73;51.00;-12.8558492;-38.7106399;31.76;10.26;957
98.44;34.68;7.73;51.00;-12.8558492;-38.7106399;31.74;10.13;932
98.44;34.48;7.63;51.00;-12.8558492;-38.7106399;31.67;10.06;922
98.53;35.02;7.83;51.00;-12.8558492;-38.7106399;31.72;9.86;938
98.44;35.14;7.63;51.00;-12.8558492;-38.7106399;31.91;9.77;898
98.44;35.36;7.73;51.00;-12.8558492;-38.7106399;31.87;9.64;915
98.53;35.87;7.83;50.00;-12.8558492;-38.7106399;32.00;9.53;931
98.53;35.64;7.73;49.00;-12.8558492;-38.7106399;31.96;9.50;946
98.63;35.51;7.72;49.00;-12.8558492;-38.7106399;31.77;9.47;920
98.53;35.23;7.72;49.00;-12.8558492;-38.7106399;31.64;9.39;890
98.63;35.73;7.72;48.00;-12.8558492;-38.7106399;31.65;9.29;973
98.53;36.21;7.82;48.00;-12.8558492;-38.7106399;31.65;9.17;934
98.53;36.31;7.72;48.00;-12.8558492;-38.7106399;31.55;9.09;955
98.53;36.43;7.82;48.00;-12.8558492;-38.7106399;31.56;9.04;948
98.63;36.08;7.72;47.00;-12.8558492;-38.7106399;31.52;9.04;943
98.63;36.07;7.82;47.00;-12.8558492;-38.7106399;31.50;9.03;946
98.63;36.40;7.92;47.00;-12.8558492;-38.7106399;31.50;9.01;948
98.92;36.91;7.82;47.00;-12.8558492;-38.7106399;31.49;8.98;859
98.92;37.06;7.72;46.00;-12.8558492;-38.7106399;31.51;8.96;941
99.02;37.29;7.72;45.00;-12.8558492;-38.7106399;31.48;9.22;957
99.02;38.00;7.92;45.00;-12.8558492;-38.7106399;31.64;9.78;946
98.92;37.86;7.72;44.00;-12.8558492;-38.7106399;31.55;10.31;948
98.92;37.73;7.62;42.00;-12.8558492;-38.7106399;31.72;10.37;848
98.92;38.16;7.72;41.00;-12.8558492;-38.7106399;31.65;10.25;849
98.92;37.50;7.72;41.00;-12.8558492;-38.7106399;31.77;10.09;938
98.92;37.38;7.82;40.00;-12.8558492;-38.7106399;31.78;9.97;945
98.92;38.15;7.82;40.00;-12.8558492;-38.7106399;31.72;9.87;902
98.92;38.15;7.92;41.00;-12.8558492;-38.7106399;31.53;9.82;929
98.83;38.12;7.92;40.00;-12.8558492;-38.7106399;31.56;9.88;942
98.63;38.35;7.92;40.00;-12.8558492;-38.7106399;31.53;9.99;850
98.83;38.14;7.92;40.00;-12.8558492;-38.7106399;31.51;9.89;954
98.53;38.22;7.82;40.00;-12.8558492;-38.7106399;31.52;9.87;966
98.63;37.83;7.92;40.00;-12.8558492;-38.7106399;31.51;10.09;973
98.44;37.80;7.92;40.00;-12.8558492;-38.7106399;31.51;10.40;945
98.83;37.93;8.02;40.00;-12.8558492;-38.7106399;31.50;10.29;931
98.73;38.27;7.92;40.00;-12.8558492;-38.7106399;31.52;10.08;973
98.83;37.76;7.92;40.00;-12.8558492;-38.7106399;31.73;9.83;1018
98.92;37.72;7.92;40.00;-12.8558492;-38.7106399;31.66;9.59;927
98.83;37.96;7.92;40.00;-12.8558492;-38.7106399;31.76;9.50;935
98.92;38.36;7.82;40.00;-12.8558492;-38.7106399;31.76;9.32;893
98.83;38.80;8.02;40.00;-12.8558492;-38.7106399;31.68;9.14;848
98.53;37.91;7.92;40.00;-12.8558492;-38.7106399;31.73;8.94;930
98.63;38.32;8.02;40.00;-12.8558492;-38.7106399;31.57;8.91;936
98.63;37.82;7.92;40.00;-12.8558492;-38.7106399;31.68;8.84;998
98.53;37.27;7.92;40.00;-12.8558492;-38.7106399;31.53;8.79;934
98.44;37.11;7.92;39.00;-12.8558492;-38.7106399;31.49;8.77;909
98.53;37.48;7.92;41.00;-12.8558492;-38.7106399;31.51;8.91;747
98.34;37.22;7.82;40.00;-12.8558492;-38.7106399;31.52;8.96;961
98.34;36.77;7.82;41.00;-12.8558492;-38.7106399;31.53;8.99;798
98.24;36.12;7.92;41.00;-12.8558492;-38.7106399;31.54;8.97;927
98.24;36.11;7.92;42.00;-12.8558492;-38.7106399;31.55;8.97;933
98.44;35.98;7.92;42.00;-12.8558492;-38.7106399;31.55;8.96;970
98.73;36.56;8.02;43.00;-12.8558492;-38.7106399;31.54;8.98;944
98.53;37.04;8.02;44.00;-12.8558492;-38.7106399;31.54;9.19;930
98.53;37.23;8.02;45.00;-12.8558492;-38.7106399;31.63;9.39;928
98.44;36.89;7.92;45.00;-12.8558492;-38.7106399;31.55;9.46;926
98.24;36.73;7.92;44.00;-12.8558492;-38.7106399;31.76;9.50;937
98.24;36.35;8.02;44.00;-12.8558492;-38.7106399;31.71;9.54;974
98.24;36.63;8.02;44.00;-12.8558492;-38.7106399;31.76;9.56;946
98.34;36.19;7.92;44.00;-12.8558492;-38.7106399;31.76;9.65;946
98.63;36.04;7.92;44.00;-12.8558492;-38.7106399;31.56;9.66;1013
98.83;36.11;8.02;45.00;-12.8558492;-38.7106399;31.48;9.63;929
98.73;36.33;7.82;46.00;-12.8558492;-38.7106399;31.50;9.80;980
98.53;36.41;7.92;45.00;-12.8558492;-38.7106399;31.49;9.90;916
98.44;37.06;8.02;45.00;-12.8558492;-38.7106399;31.46;10.06;908
98.44;36.35;7.82;45.00;-12.8558492;-38.7106399;31.47;10.08;946
98.34;36.83;8.02;45.00;-12.8558492;-38.7106399;31.47;10.09;926
98.24;36.46;7.92;44.00;-12.8558492;-38.7106399;31.47;9.93;936
98.24;35.77;7.92;43.00;-12.8558492;-38.7106399;31.44;9.89;942
98.14;35.71;7.82;43.00;-12.8558492;-38.7106399;31.57;9.80;998
98.14;35.64;7.92;44.00;-12.8558492;-38.7106399;31.53;9.91;935
98.14;35.63;8.02;45.00;-12.8558492;-38.7106399;31.68;10.03;930
98.24;35.79;7.92;46.00;-12.8558492;-38.7106399;31.56;10.08;915
98.34;35.45;7.82;46.00;-12.8558492;-38.7106399;31.62;10.16;920
98.83;35.44;7.92;46.00;-12.8558492;-38.7106399;31.41;10.15;929
98.63;35.67;7.92;47.00;-12.8558492;-38.7106399;31.48;10.13;850
98.63;35.72;7.92;47.00;-12.8558492;-38.7106399;31.41;10.38;934
98.44;35.74;7.82;47.00;-12.8558492;-38.7106399;31.41;10.40;978
98.24;35.22;7.82;47.00;-12.8558492;-38.7106399;31.39;10.47;994
98.14;35.15;7.82;46.00;-12.8558492;-38.7106399;31.38;10.38;920
98.14;35.33;7.82;47.00;-12.8558492;-38.7106399;31.36;10.33;986
98.14;34.96;7.82;47.00;-12.8558492;-38.7106399;31.33;10.25;947
98.24;34.49;7.82;47.00;-12.8558492;-38.7106399;31.31;10.37;883
98.44;34.91;7.82;47.00;-12.8558492;-38.7106399;31.45;10.48;1018
98.34;34.26;7.92;48.00;-12.8558492;-38.7106399;31.40;10.58;959
98.63;34.75;8.02;48.00;-12.8558492;-38.7106399;31.61;10.71;928
98.44;34.92;7.82;49.00;-12.8558492;-38.7106399;31.56;10.89;847
98.44;34.82;7.62;49.00;-12.8558492;-38.7106399;31.61;10.91;935
98.34;34.93;7.82;48.00;-12.8558492;-38.7106399;31.60;10.80;927
98.34;34.79;7.92;48.00;-12.8558492;-38.7106399;31.46;10.68;951
98.44;35.09;8.02;49.00;-12.8558492;-38.7106399;31.36;10.66;932
98.53;35.26;8.02;49.00;-12.8558492;-38.7106399;31.35;10.69;935
98.44;35.24;7.92;49.00;-12.8558492;-38.7106399;31.36;10.73;936
98.14;35.08;7.82;49.00;-12.8558492;-38.7106399;31.32;10.98;961
98.14;34.92;7.82;48.00;-12.8558492;-38.7106399;31.33;10.87;911
98.04;35.02;7.82;48.00;-12.8558492;-38.7106399;31.33;10.64;952
98.04;34.72;7.82;48.00;-12.8558492;-38.7106399;31.32;10.64;955
97.85;34.45;7.92;48.00;-12.8558492;-38.7106399;31.32;10.72;938
97.85;34.92;8.02;48.00;-12.8558492;-38.7106399;31.38;10.88;938
97.85;34.62;7.82;48.00;-12.8558492;-38.7106399;31.57;10.94;956
97.75;34.46;7.82;48.00;-12.8558492;-38.7106399;31.51;10.97;967
97.75;34.26;7.92;48.00;-12.8558492;-38.7106399;31.58;10.97;904
97.75;34.27;7.92;48.00;-12.8558492;-38.7106399;31.54;10.85;940
97.75;34.36;7.92;49.00;-12.8558492;-38.7106399;31.39;10.70;938
97.85;34.13;8.02;49.00;-12.8558492;-38.7106399;31.46;10.64;961
97.65;34.05;8.02;49.00;-12.8558492;-38.7106399;31.26;10.69;962
97.75;33.93;7.92;50.00;-12.8558492;-38.7106399;31.29;10.68;987
97.75;33.65;8.02;50.00;-12.8558492;-38.7106399;31.33;16.85;1019
97.75;34.02;8.02;50.00;-12.8558492;-38.7106399;31.52;17.33;820
98.24;34.26;8.02;50.00;-12.8557691;-38.7108802;31.52;13.82;934
98.34;33.88;8.12;51.00;-12.8557386;-38.7111358;31.78;12.31;908
98.24;33.55;8.12;51.00;-12.8557500;-38.7115402;31.49;10.99;1008
98.34;33.26;8.03;51.00;-12.8556394;-38.7119598;31.12;10.36;970
98.34;33.84;7.93;51.00;-12.8556699;-38.7124099;30.89;9.89;968
98.44;34.10;7.83;51.00;-12.8557300;-38.7128562;31.09;10.04;918
98.44;34.37;8.03;51.00;-12.8557300;-38.7133789;31.05;9.92;956
98.44;34.47;7.93;51.00;-12.8557500;-38.7138481;31.13;10.16;944
98.44;34.77;8.03;51.00;-12.8557691;-38.7142715;30.94;10.30;920
98.24;34.70;8.91;51.00;-12.8557786;-38.7146911;30.97;10.67;827
98.34;35.13;9.30;51.00;-12.8557996;-38.7151489;30.72;10.59;930
98.44;35.02;8.42;51.00;-12.8557786;-38.7156105;30.60;10.11;922
98.44;35.12;8.32;51.00;-12.8557691;-38.7160453;30.49;9.57;929
98.53;35.55;8.22;50.00;-12.8557605;-38.7165184;30.48;9.15;912
98.53;35.87;8.22;50.00;-12.8557100;-38.7169952;30.50;8.98;940
98.44;36.23;8.11;50.00;-12.8556890;-38.7174186;30.55;9.09;957
98.53;35.87;8.31;49.00;-12.8556594;-38.7178459;30.58;9.09;944
98.44;36.34;8.11;49.00;-12.8556795;-38.7182846;30.56;9.21;924
98.53;36.34;8.11;49.00;-12.8556890;-38.7187652;30.28;9.01;938
98.44;36.33;8.11;49.00;-12.8557300;-38.7192192;30.31;8.80;955
98.53;36.53;8.11;48.00;-12.8557691;-38.7196846;30.16;8.61;936
98.53;36.65;8.02;47.00;-12.8558197;-38.7201614;30.25;8.60;944
98.34;36.64;8.02;47.00;-12.8558702;-38.7206497;30.13;8.53;980
98.53;36.50;8.11;47.00;-12.8559103;-38.7211418;30.33;8.48;945
98.44;36.73;8.02;47.00;-12.8559293;-38.7216300;30.23;8.45;931
98.44;36.70;8.02;47.00;-12.8559999;-38.7220916;30.38;8.34;987
98.44;36.39;7.92;47.00;-12.8561277;-38.7225723;30.35;8.36;903
98.53;36.74;7.92;47.00;-12.8562393;-38.7230491;30.37;8.31;969
98.53;36.45;7.92;47.00;-12.8562793;-38.7235069;30.25;8.31;942
98.44;36.02;7.92;46.00;-12.8563098;-38.7239112;30.34;8.32;952
98.44;36.64;7.92;47.00;-12.8563585;-38.7243118;30.13;10.02;934
98.44;36.76;8.02;47.00;-12.8564395;-38.7247276;30.19;10.08;932
98.44;37.27;7.92;47.00;-12.8564901;-38.7251243;30.09;9.67;937
98.44;37.65;7.92;46.00;-12.8565692;-38.7255592;30.10;9.57;978
98.44;37.85;7.82;46.00;-12.8566503;-38.7260055;30.10;8.59;962
98.44;37.73;7.92;46.00;-12.8566989;-38.7263946;30.09;8.60;945
98.34;36.97;7.72;45.00;-12.8567800;-38.7268028;30.10;8.49;1007
98.44;36.79;7.82;44.00;-12.8569097;-38.7273483;30.09;8.24;969
98.44;36.54;7.92;45.00;-12.8569898;-38.7278900;30.10;8.30;961
98.44;36.76;7.92;46.00;-12.8571109;-38.7284660;30.09;8.19;947
98.53;36.73;7.82;46.00;-12.8572711;-38.7290802;30.10;8.15;896
98.53;37.25;7.92;46.00;-12.8574295;-38.7296295;30.09;8.10;973
98.63;37.69;8.02;47.00;-12.8575897;-38.7302055;30.09;8.09;768
98.73;39.32;7.92;46.00;-12.8576498;-38.7307548;30.14;8.45;931
98.63;40.82;7.82;47.00;-12.8576889;-38.7312583;30.33;8.05;919
98.63;40.47;7.82;43.00;-12.8577594;-38.7317047;30.23;8.04;944
98.53;40.50;7.92;40.00;-12.8578405;-38.7321777;30.34;8.05;965
98.34;40.28;7.82;40.00;-12.8579702;-38.7326469;30.27;8.03;959
98.53;39.72;7.72;39.00;-12.8581285;-38.7331085;30.33;8.02;968
98.53;39.09;7.82;39.00;-12.8582601;-38.7336578;30.33;8.02;928
98.44;37.82;7.82;39.00;-12.8584089;-38.7342300;30.30;8.02;958
98.44;37.43;7.82;39.00;-12.8585195;-38.7347679;30.30;8.01;977
98.34;37.59;7.92;39.00;-12.8586292;-38.7352447;30.19;8.00;936
98.34;38.15;7.82;40.00;-12.8587598;-38.7357292;30.05;8.02;971
98.53;37.93;7.82;40.00;-12.8588991;-38.7362709;30.08;8.03;948
98.83;36.39;7.72;40.00;-12.8589496;-38.7368011;30.03;8.02;947
99.12;36.95;7.72;42.00;-12.8590002;-38.7372817;30.04;8.03;967
99.22;37.28;7.92;41.00;-12.8590087;-38.7377891;30.05;7.99;975
99.12;37.62;7.92;42.00;-12.8590307;-38.7382583;30.06;8.02;926
99.22;38.04;7.82;42.00;-12.8590698;-38.7388114;30.06;7.99;898
99.22;38.89;7.72;41.00;-12.8590879;-38.7393302;30.06;8.00;937
99.22;38.60;7.82;39.00;-12.8591098;-38.7398300;30.07;7.98;999
99.22;38.69;7.82;39.00;-12.8590993;-38.7403488;30.07;8.00;980
98.73;40.34;7.72;39.00;-12.8591604;-38.7408981;30.06;8.00;980
99.22;41.26;7.72;38.00;-12.8592300;-38.7415084;30.08;7.98;985
99.22;39.42;7.82;37.00;-12.8593006;-38.7420501;30.08;8.00;946
99.22;39.51;7.82;36.00;-12.8594083;-38.7425918;30.17;7.99;949
99.22;39.10;7.82;36.00;-12.8594999;-38.7431602;30.08;7.99;953
98.14;38.26;7.82;36.00;-12.8596391;-38.7437782;30.28;6.91;903
98.04;38.35;7.82;36.00;-12.8597793;-38.7443695;30.20;7.50;809
98.83;37.72;7.82;38.00;-12.8599500;-38.7449760;30.34;7.97;923
98.34;36.57;7.92;38.00;-12.8600797;-38.7455482;30.32;2.78;961
98.34;36.83;7.72;40.00;-12.8601789;-38.7460174;30.35;7.96;912
99.02;36.55;7.72;40.00;-12.8603000;-38.7465400;30.23;7.93;960
98.73;36.19;7.92;41.00;-12.8603992;-38.7470283;30.33;7.91;838
98.34;35.49;7.72;41.00;-12.8605394;-38.7475509;30.13;7.89;983
98.14;34.78;7.72;42.00;-12.8606595;-38.7480888;30.20;7.92;958
98.73;34.46;7.62;43.00;-12.8608007;-38.7486495;30.08;7.96;979
98.53;34.37;7.92;44.00;-12.8608999;-38.7491607;30.10;7.96;1007
98.44;34.38;7.82;46.00;-12.8610401;-38.7496986;30.07;7.94;865
98.92;34.42;7.82;49.00;-12.8611803;-38.7503204;30.06;7.89;948
98.92;34.36;7.82;49.00;-12.8612594;-38.7508544;30.06;7.92;981
98.92;34.15;7.82;49.00;-12.8613281;-38.7513847;30.07;7.92;925
98.92;33.61;7.62;49.00;-12.8614397;-38.7519111;30.08;7.98;974
99.12;34.07;7.72;49.00;-12.8615407;-38.7524871;30.11;8.11;928
99.02;34.28;7.82;49.00;-12.8615798;-38.7529945;30.15;8.01;927
99.02;34.39;7.72;49.00;-12.8615798;-38.7534599;30.25;8.00;973
98.92;34.55;7.82;49.00;-12.8616304;-38.7539482;30.21;7.98;946
99.22;34.91;7.72;48.00;-12.8616304;-38.7545089;30.45;8.01;986
98.92;34.77;7.72;48.00;-12.8616304;-38.7550468;30.58;7.97;955
99.02;34.61;7.72;48.00;-12.8616304;-38.7551803;30.59;7.96;985
99.22;35.02;7.72;47.00;-12.8616485;-38.7556800;30.60;7.93;982
98.53;35.32;7.72;47.00;-12.8616991;-38.7561454;30.69;7.96;953
99.02;34.51;7.72;45.00;-12.8617782;-38.7566184;30.50;7.98;949
99.22;34.59;7.72;44.00;-12.8618593;-38.7570915;30.63;8.02;938
98.34;35.26;7.72;43.00;-12.8618698;-38.7576103;30.57;8.08;756
98.34;35.23;7.82;45.00;-12.8618698;-38.7580490;30.70;8.14;1017
99.12;35.32;7.72;45.00;-12.8618793;-38.7585105;30.65;8.28;949
98.44;34.68;7.72;45.00;-12.8618593;-38.7590179;30.67;8.23;965
98.24;34.24;7.62;44.00;-12.8617906;-38.7594871;30.67;8.23;1015
98.53;34.49;7.62;44.00;-12.8617696;-38.7599601;30.82;8.31;918
99.12;35.62;7.82;44.00;-12.8617696;-38.7604103;30.88;8.31;942
99.12;36.82;7.72;46.00;-12.8617906;-38.7609062;30.85;8.31;937
99.02;36.95;7.72;44.00;-12.8617601;-38.7615165;30.81;8.27;1015
99.12;37.07;7.72;42.00;-12.8616991;-38.7620201;31.04;8.28;1009
99.02;36.14;7.92;42.00;-12.8616704;-38.7625846;30.95;8.30;916
99.12;36.03;7.82;41.00;-12.8615894;-38.7630462;31.08;8.38;968
99.22;36.55;7.72;42.00;-12.8615188;-38.7635192;30.74;8.47;991
99.22;37.45;7.92;42.00;-12.8614397;-38.7639846;30.81;8.38;975
99.22;37.60;7.82;40.00;-12.8613586;-38.7643890;30.75;8.33;952
98.24;37.06;7.82;40.00;-12.8613691;-38.7648010;30.76;8.29;878
97.65;36.97;7.92;40.00;-12.8615188;-38.7653160;30.52;8.28;708
98.14;36.36;7.82;40.00;-12.8616704;-38.7658500;30.55;8.21;969
99.22;36.32;7.82;40.00;-12.8616895;-38.7663688;30.36;8.20;991
99.22;37.61;7.92;40.00;-12.8616399;-38.7668418;30.35;8.11;978
99.12;37.61;7.62;40.00;-12.8615589;-38.7672080;30.29;8.13;861
99.12;38.02;7.82;39.00;-12.8614702;-38.7676200;30.28;8.07;977
99.02;37.87;7.82;39.00;-12.8613805;-38.7680091;30.27;8.07;985
98.73;36.89;7.62;38.00;-12.8613100;-38.7684478;30.25;8.10;972
99.02;36.98;7.72;38.00;-12.8612308;-38.7688865;30.24;8.06;971
99.12;36.62;7.62;38.00;-12.8611192;-38.7694015;30.26;8.00;1017
98.92;36.46;7.62;38.00;-12.8610401;-38.7698898;30.24;8.07;949
99.02;36.75;7.82;39.00;-12.8608798;-38.7704391;30.39;8.07;953
99.02;36.22;7.62;39.00;-12.8606796;-38.7709617;30.33;8.08;986
99.02;36.51;7.62;39.00;-12.8604297;-38.7713661;30.50;8.10;900
99.02;36.89;7.72;38.00;-12.8601989;-38.7717704;30.44;8.07;933
98.92;36.30;8.11;39.00;-12.8600406;-38.7721672;30.48;8.07;918
98.73;35.63;7.82;38.00;-12.8598299;-38.7725906;30.47;8.05;969
98.63;35.34;8.02;38.00;-12.8596792;-38.7730903;30.40;8.05;1011
98.73;35.34;7.92;39.00;-12.8595094;-38.7736358;30.24;8.04;991
98.53;34.94;7.92;40.00;-12.8593111;-38.7741012;30.28;8.08;975
98.63;35.55;8.02;40.00;-12.8590488;-38.7743301;30.22;8.05;971
98.04;35.97;7.92;40.00;-12.8587293;-38.7743492;30.24;8.05;903
98.53;36.24;8.21;41.00;-12.8583288;-38.7742805;30.23;8.03;972
98.34;36.08;8.02;41.00;-12.8579101;-38.7743301;30.23;8.04;878
98.34;36.08;8.02;40.00;-12.8575000;-38.7743797;30.21;8.02;967
98.34;36.30;8.02;41.00;-12.8570404;-38.7744293;30.20;8.35;976
98.34;36.17;8.21;41.00;-12.8565187;-38.7745285;30.15;8.02;975
98.34;36.28;8.02;41.00;-12.8560886;-38.7746849;30.19;8.00;903
98.34;36.34;8.11;41.00;-12.8556489;-38.7748870;30.12;8.00;951
98.34;36.42;8.31;41.00;-12.8551988;-38.7750816;30.30;8.00;895
98.34;36.21;8.11;41.00;-12.8547792;-38.7752189;30.20;8.02;962
98.34;36.36;8.11;41.00;-12.8543596;-38.7753562;30.33;8.00;953
98.53;36.53;8.21;41.00;-12.8539991;-38.7754898;30.28;7.99;966
98.53;36.86;8.31;41.00;-12.8536481;-38.7756156;30.33;8.01;973
98.92;37.38;8.31;41.00;-12.8533191;-38.7757492;30.17;7.99;947
98.73;38.18;8.41;41.00;-12.8529691;-38.7758445;30.26;8.01;966
98.83;38.68;8.41;41.00;-12.8525800;-38.7759284;30.06;7.98;986
98.83;38.60;8.31;40.00;-12.8521108;-38.7760696;30.13;7.99;947
99.02;39.47;7.92;40.00;-12.8516101;-38.7761917;30.02;7.98;955
99.02;40.24;8.11;38.00;-12.8511600;-38.7763404;30.00;8.01;909
99.02;40.70;8.02;38.00;-12.8507099;-38.7764396;30.01;8.02;909
98.92;40.76;8.02;37.00;-12.8503103;-38.7765617;30.01;8.02;969
99.02;40.82;8.11;37.00;-12.8499298;-38.7766914;30.00;8.03;935
98.53;41.01;8.11;36.00;-12.8495283;-38.7767715;30.01;8.02;982
98.83;41.19;8.11;35.00;-12.8491201;-38.7768287;30.02;8.02;943
98.92;41.44;8.11;34.00;-12.8486804;-38.7768745;30.05;7.98;939
99.12;42.10;8.02;34.00;-12.8482484;-38.7769279;30.04;8.01;968
99.22;42.96;14.47;34.00;-12.8478393;-38.7769966;30.18;8.00;956
99.22;44.76;15.64;34.00;-12.8473892;-38.7770309;30.11;8.00;864
99.12;45.71;17.11;32.00;-12.8468704;-38.7770385;30.31;7.96;884
98.63;45.95;8.02;29.00;-12.8464298;-38.7771263;30.24;7.99;941
99.12;46.18;8.21;28.00;-12.8459796;-38.7772064;30.33;7.98;943
99.12;46.41;8.11;27.00;-12.8455801;-38.7773399;30.34;7.99;964
99.12;47.07;8.31;26.00;-12.8451795;-38.7774810;30.31;8.00;958
99.12;47.54;8.31;25.00;-12.8448095;-38.7776107;30.13;8.00;920
99.22;47.69;8.21;24.00;-12.8443593;-38.7777214;30.21;7.99;947
99.22;48.78;8.11;23.00;-12.8439502;-38.7778282;30.10;7.95;936
99.22;49.07;8.11;23.00;-12.8435201;-38.7779693;30.10;7.98;942
99.22;49.62;8.11;22.00;-12.8430805;-38.7780723;30.10;8.01;953
99.22;49.98;8.21;21.00;-12.8426609;-38.7781600;30.11;8.01;955
99.22;50.81;8.21;20.00;-12.8422489;-38.7783012;30.12;7.98;1017
99.23;51.74;8.21;20.00;-12.8418798;-38.7784309;30.13;8.01;962
99.23;52.11;8.31;19.00;-12.8414688;-38.7785491;30.12;7.98;948
99.13;52.13;8.41;19.00;-12.8411197;-38.7786903;30.13;8.00;959
99.03;51.77;8.31;19.00;-12.8407506;-38.7788543;30.12;7.99;959
99.03;51.07;8.31;18.00;-12.8403596;-38.7790107;30.20;8.00;955
99.02;50.60;8.11;18.00;-12.8399600;-38.7791595;30.11;8.01;964
98.92;50.60;8.02;17.00;-12.8396091;-38.7793617;30.30;8.26;960
98.73;50.19;8.11;17.00;-12.8392791;-38.7795257;30.20;8.02;982
98.83;48.25;8.31;17.00;-12.8390398;-38.7797813;30.36;8.02;973
98.53;44.91;8.21;18.00;-12.8389387;-38.7801017;30.31;8.01;953
98.53;43.57;8.31;19.00;-12.8389101;-38.7805442;30.41;8.00;962
98.53;42.27;8.31;21.00;-12.8388700;-38.7809753;30.27;8.00;991
98.53;41.46;8.31;23.00;-12.8388090;-38.7814102;30.36;8.00;879
98.53;40.67;8.11;23.00;-12.8387784;-38.7819099;30.19;7.98;945
98.44;39.59;8.21;26.00;-12.8387298;-38.7824516;30.27;8.03;966
98.34;39.61;8.11;27.00;-12.8386602;-38.7829704;30.18;7.95;959
98.24;38.99;8.31;28.00;-12.8386402;-38.7835197;30.18;7.96;972
98.34;38.53;8.02;29.00;-12.8386096;-38.7841148;30.19;7.95;973
98.34;37.71;8.11;30.00;-12.8385496;-38.7846488;30.19;7.94;864
98.24;37.69;8.50;32.00;-12.8384695;-38.7851562;30.19;7.95;944
98.14;36.85;8.60;33.00;-12.8384094;-38.7857055;30.20;7.97;950
98.14;36.09;8.31;34.00;-12.8383102;-38.7862815;30.20;7.98;942
98.24;35.95;8.21;36.00;-12.8382310;-38.7869071;30.21;7.99;1021
97.75;35.45;8.11;37.00;-12.8382081;-38.7874717;30.20;7.94;955
98.24;35.52;8.21;38.00;-12.8382892;-38.7880516;30.22;7.97;959
98.14;35.39;8.11;39.00;-12.8383102;-38.7885856;30.18;7.98;1017
97.95;35.21;8.02;40.00;-12.8383398;-38.7891197;30.35;8.00;1015
97.95;34.68;7.92;40.00;-12.8383789;-38.7896804;30.32;7.98;1017
98.04;34.82;8.02;40.00;-12.8384094;-38.7901687;30.57;8.00;1017
97.95;34.32;7.92;41.00;-12.8385105;-38.7906608;30.56;8.01;1022
98.04;33.93;8.11;42.00;-12.8385696;-38.7912445;30.68;8.04;1019
98.04;34.00;8.11;42.00;-12.8386096;-38.7918090;30.77;8.07;1018
97.95;33.60;7.92;43.00;-12.8386888;-38.7923889;31.14;8.21;1010
98.04;33.84;8.02;43.00;-12.8388595;-38.7930145;31.20;8.32;1022
97.95;33.55;8.02;44.00;-12.8389997;-38.7935752;30.58;8.33;1013
97.95;33.27;8.02;44.00;-12.8391284;-38.7941589;30.61;8.14;1018
97.85;33.45;7.92;44.00;-12.8393192;-38.7946014;30.40;8.02;1009
97.95;33.70;7.82;44.00;-12.8395004;-38.7948112;30.37;7.99;1018
97.85;33.73;7.92;44.00;-12.8397207;-38.7950706;30.23;7.96;1018
97.85;33.73;7.82;44.00;-12.8399200;-38.7952995;30.17;7.97;1016
97.85;33.30;7.72;43.00;-12.8401794;-38.7955284;30.13;7.94;1018
97.95;33.73;7.53;43.00;-12.8403997;-38.7957954;30.07;7.88;1008
97.95;33.86;7.72;43.00;-12.8406801;-38.7960510;30.05;7.91;1018
97.95;33.62;7.53;43.00;-12.8409795;-38.7962913;30.06;7.90;1020
97.95;33.43;7.82;43.00;-12.8412494;-38.7965049;30.12;7.97;1017
